date        P    ETpot  Q
2010012813  0.00 0.0662 0.0299
2010012814  0.00 0.0269 0.0328
2010012815  0.40 0.0134 0.0356
2010012816  0.80 0.0000 0.0366
2010012817  0.00 0.0000 0.0357
2010012818  0.00 0.0000 0.0341
2010012819  0.00 0.0000 0.0334
2010012820  0.00 0.0000 0.0334
2010012821  0.00 0.0000 0.0338
2010012822  0.30 0.0000 0.0338
2010012823  0.40 0.0000 0.0341
2010012900  0.00 0.0000 0.0343
2010012901  0.00 0.0000 0.0349
2010012902  0.00 0.0000 0.0353
2010012903  0.30 0.0000 0.0356
2010012904  0.40 0.0000 0.0363
2010012905  0.40 0.0000 0.0366
2010012906  0.60 0.0000 0.0372
2010012907  0.60 0.0010 0.0390
2010012908  0.30 0.0059 0.0407
2010012909  0.30 0.0127 0.0422
2010012910  0.20 0.0186 0.0451
2010012911  0.30 0.0176 0.0494
2010012912  0.90 0.0176 0.0566
2010012913  1.00 0.0108 0.0674
2010012914  0.50 0.0108 0.0831
2010012915  0.00 0.0049 0.0939
2010012916  0.00 0.0000 0.0961
2010012917  0.00 0.0000 0.0969
2010012918  0.00 0.0000 0.0979
2010012919  0.00 0.0000 0.0972
2010012920  0.00 0.0000 0.0942
2010012921  0.00 0.0000 0.0893
2010012922  0.20 0.0000 0.0847
2010012923  0.00 0.0000 0.0816
2010013000  0.00 0.0000 0.0789
2010013001  0.00 0.0000 0.0763
2010013002  0.00 0.0000 0.0734
2010013003  0.00 0.0000 0.0716
2010013004  0.00 0.0000 0.0703
2010013005  0.00 0.0000 0.0691
2010013006  0.00 0.0000 0.0674
2010013007  0.00 0.0036 0.0656
2010013008  0.00 0.0172 0.0638
2010013009  0.00 0.0858 0.0618
2010013010  0.00 0.0767 0.0595
2010013011  0.00 0.0451 0.0575
2010013012  0.00 0.0650 0.0562
2010013013  0.00 0.0551 0.0555
2010013014  0.00 0.0307 0.0548
2010013015  0.00 0.0199 0.0541
2010013016  0.00 0.0009 0.0537
2010013017  0.00 0.0000 0.0532
2010013018  0.00 0.0000 0.0526
2010013019  0.10 0.0000 0.0518
2010013020  0.40 0.0000 0.0508
2010013021  0.00 0.0000 0.0504
2010013022  1.50 0.0000 0.0504
2010013023  0.30 0.0000 0.0493
2010013100  0.50 0.0000 0.0467
2010013101  0.10 0.0000 0.0501
2010013102  0.00 0.0000 0.0505
2010013103  0.00 0.0000 0.0490
2010013104  0.40 0.0000 0.0485
2010013105  0.00 0.0000 0.0482
2010013106  0.80 0.0000 0.0480
2010013107  0.00 0.0065 0.0476
2010013108  0.00 0.0619 0.0471
2010013109  0.00 0.1183 0.0465
2010013110  0.00 0.1303 0.0454
