"date" "Q1" "Q2" "Q3" "Q4"
19962605 0.761 0.279 2.345 0.31
19962705 0.728 0.344 1.898 0.382
19962805 0.726 0.341 4.424 0.395
19962905 0.764 0.254 2.057 0.295
19963005 0.84 0.192 1.24 0.22
19963105 0.96 0.152 0.885 0.172
19960106 1.002 0.196 0.669 0.133
19960206 0.976 0.319 0.56 0.115
19960306 0.917 0.217 0.474 0.098
19960406 0.867 0.062 0.464 0.081
19960506 0.856 0.094 0.378 0.068
19960606 0.849 0.087 0.338 0.063
19960706 0.816 0.083 0.304 0.06
19960806 0.778 0.149 0.269 0.964
19960906 0.741 0.297 0.238 0.716
19961006 0.715 0.109 0.237 0.397
19961106 0.7 0.043 0.206 0.272
19961206 0.715 0.058 0.18 0.183
19961306 0.72 0.047 4.046 0.125
19961406 0.711 0.036 0.464 0.094
19961506 0.684 0.04 0.304 0.08
19961606 0.651 0.036 0.269 0.069
19961706 0.629 0.127 0.237 0.062
19961806 0.619 0.029 0.206 0.055
19961906 0.595 0.029 0.18 0.052
19962006 0.567 0.036 0.163 0.052
19962106 0.551 0.033 0.206 0.047
19962206 0.54 0.069 0.306 0.046
19962306 0.547 0.069 1.271 0.05
19962406 0.548 0.04 0.983 0.048
19962506 0.553 0.076 0.509 0.047
19962606 0.58 0.04 0.685 0.048
19962706 0.608 0.04 0.378 0.046
19962806 0.608 0.04 0.338 0.046
19962906 0.584 0.076 0.305 0.052
19963006 0.57 0.101 0.269 0.055
19960107 0.557 0.109 0.297 0.049
19960207 0.552 0.04 0.304 0.05
19960307 0.545 0.047 0.338 0.049
19960407 0.529 0.058 0.238 0.052
19960507 0.515 0.109 0.247 0.051
19960607 0.52 0.159 1.263 0.058
19960707 0.53 0.254 0.961 0.055
19960807 0.545 0.12 0.643 0.048
19960907 0.552 0.04 5.393 0.045
19961007 0.569 0.105 2.004 0.054
19961107 0.727 0.043 3.94 0.047
19961207 0.996 0.062 1.596 0.046
19961307 1.143 0.036 0.953 0.044
19961407 1.166 0.098 0.666 0.042
19961507 1.108 0.062 0.506 0.042
19961607 1.031 0.033 0.377 0.034
19961707 0.951 0.062 0.337 0.021
19961807 0.881 0.04 0.268 0.019
19961907 0.825 0.036 0.238 0.018
19962007 0.786 0.04 0.206 0.017
19962107 0.749 0.04 0.18 0.016
19962207 0.718 0.065 0.18 0.016
19962307 0.696 0.036 0.154 0.12
19962407 0.664 0.04 0.183 0.248
19962507 0.647 0.062 0.131 0.109
19962607 0.648 0.029 0.116 0.075
19962707 0.635 0.029 0.108 0.057
19962807 0.616 0.054 0.108 0.049
19962907 0.583 0.043 0.405 0.047
19963007 0.555 0.036 0.468 0.053
19963107 0.543 0.04 0.461 0.063
19960108 0.548 0.036 0.206 0.064
19960208 0.564 0.036 0.154 0.067
19960308 0.551 0.033 0.442 0.072
19960408 0.525 0.033 0.604 0.074
19960508 0.499 0.033 0.3 0.075
19960608 0.489 0.04 0.206 0.073
19960708 0.514 0.036 0.331 0.097
19960808 0.54 0.043 0.961 0.073
19960908 0.539 0.043 0.377 0.063
19961008 0.536 0.04 0.269 0.063
19961108 0.542 0.04 0.437 0.119
19961208 0.562 0.043 2.655 0.111
19961308 0.601 0.522 1.702 0.263
19961408 0.628 0.203 0.923 0.227
19961508 0.616 0.17 0.734 0.171
19961608 0.666 0.087 0.608 0.157
19961708 0.699 0.043 0.439 0.133
19961808 0.689 0.08 0.338 0.111
19961908 0.662 0.072 0.304 0.092
19962008 0.619 0.043 0.269 0.076
19962108 0.589 0.062 0.232 0.065
19962208 0.566 0.054 0.206 0.063
19962308 0.6 0.058 0.206 0.056
19962408 0.577 0.043 0.18 0.053
19962508 0.54 0.127 0.181 0.051
19962608 0.532 0.138 0.18 0.061
19962708 0.532 0.04 0.154 0.058
19962808 0.523 0.297 0.548 0.103
19962908 0.566 1.297 0.577 1.081
19963008 0.646 2.21 0.304 3.67
19963108 0.684 1.279 0.238 2.595
19960109 0.694 0.768 0.208 1.603
19960209 0.667 0.482 0.877 1.06
19960309 0.611 0.322 0.377 0.795
19960409 0.563 0.101 0.304 NA
19960509 0.538 0.091 0.238 NA
19960609 0.525 0.105 0.206 NA
19960709 0.512 0.087 0.18 NA
19960809 0.492 0.159 0.174 NA
19960909 0.478 0.123 0.154 NA
19961009 0.471 0.033 0.144 NA
19961109 0.464 0.047 0.131 NA
19961209 0.463 0.047 0.131 NA
19961309 0.466 0.062 0.253 NA
19961409 0.468 0.123 0.666 NA
19961509 0.465 0.181 0.302 NA
19961609 0.46 0.101 0.206 NA
19961709 0.462 0.043 0.154 NA
19961809 0.461 0.04 0.154 NA
19961909 0.462 0.043 0.154 NA
19962009 0.453 0.069 0.131 NA
19962109 0.439 0.043 0.131 NA
19962209 0.425 0.058 0.176 NA
19962309 0.42 0.091 0.156 NA
19962409 0.426 0.047 1.883 NA
19962509 0.436 0.036 0.976 NA
19962609 0.434 0.04 0.509 NA
19962709 0.437 0.062 0.378 NA
19962809 0.457 0.062 0.554 NA
19962909 0.467 0.123 0.338 NA
19963009 0.471 0.091 0.269 NA
19960110 0.469 0.17 0.237 NA
19960210 0.484 0.348 0.269 NA
19960310 0.513 0.272 0.269 NA
19960410 0.542 0.246 0.238 NA
19960510 0.527 0.217 0.203 NA
19960610 0.492 0.214 0.235 NA
19960710 0.477 0.116 0.206 NA
19960810 0.466 0.094 0.18 NA
19960910 0.454 0.054 0.18 NA
19961010 0.441 0.04 0.204 NA
19961110 0.435 0.04 0.206 NA
19961210 0.43 0.072 0.18 NA
19961310 0.421 0.185 0.154 NA
19961410 0.414 0.062 0.154 NA
19961510 0.409 0.036 0.131 NA
19961610 0.404 0.04 0.154 NA
19961710 0.409 0.033 4.598 NA
19961810 0.407 0.04 1.331 0.185
19961910 0.436 0.033 0.684 0.202
19962010 0.492 0.152 2.375 0.267
19962110 0.604 0.141 1.225 1.887
19962210 0.707 0.109 1.747 1.778
19962310 0.746 0.094 0.991 1.209
19962410 0.789 0.04 0.668 0.894
19962510 0.809 0.033 0.557 0.691
19962610 0.795 0.04 0.464 0.564
19962710 0.745 0.156 0.464 0.74
19962810 0.712 0.112 0.378 2.138
19962910 0.697 0.094 0.338 2.041
19963010 0.699 0.083 3.6 1.743
19963110 0.681 0.141 0.725 1.324
19960111 0.662 0.293 0.509 2.517
19960211 0.712 0.243 0.968 1.938
19960311 0.722 0.304 0.61 2.252
19960411 0.734 0.228 0.509 2.241
19960511 0.731 0.319 0.418 2.567
19960611 0.722 0.38 0.508 2.398
19960711 0.697 0.417 0.379 5.809
19960811 0.698 0.529 4.273 5.638
19960911 0.731 0.504 1.021 2.95
19961011 0.785 0.514 0.719 2.62
19961111 0.886 0.75 0.56 3.43
19961211 0.943 1.09 0.464 3.682
19961311 0.898 1.253 0.378 2.377
19961411 0.901 1.09 1.861 1.697
19961511 1.046 0.902 1.619 1.317
19961611 1.206 0.891 0.923 1.171
19961711 1.271 0.84 0.728 1.097
19961811 1.189 0.811 0.608 0.974
19961911 1.08 1.13 0.516 1.623
19962011 0.998 1.601 0.671 2.054
19962111 0.975 2.489 0.855 1.716
19962211 1.04 1.942 0.779 1.73
19962311 1.2 1.666 0.61 1.349
19962411 1.25 1.42 0.509 1.15
19962511 1.178 1.3 0.509 2.697
19962611 1.067 1.608 2.345 3.352
19962711 0.984 1.717 2.541 2.196
19962811 0.938 1.55 1.399 NA
19962911 0.947 1.46 0.991 NA
19963011 1.013 1.967 6.519 NA
19960112 1.052 2.456 2.171 NA
19960212 1.097 2.184 1.422 NA
19960312 1.24 2.007 2.178 NA
19960412 1.443 2.358 1.513 NA
19960512 1.587 2.699 1.233 NA
19960612 1.635 2.681 1.074 NA
19960712 1.569 2.478 0.892 NA
19960812 1.427 2.431 0.728 NA
19960912 1.278 1.989 0.669 NA
19961012 1.159 1.572 0.56 NA
19961112 1.065 1.181 0.509 0.985
19961212 0.982 1.036 0.464 0.937
19961312 0.925 1.112 0.464 0.889
19961412 0.88 1.079 1.838 0.733
19961512 0.844 1.116 1.641 0.737
19961612 0.825 0.916 1.089 0.804
19961712 0.827 0.833 0.915 0.784
19961812 0.84 0.83 1.588 0.74
19961912 0.855 0.971 1.717 4.162
19962012 0.869 1.076 1.324 5.331
19962112 0.904 0.964 2.866 2.197
19962212 0.929 0.956 1.83 1.177
19962312 0.962 0.945 1.83 0.787
19962412 1.029 0.869 5.529 0.532
19962512 1.061 0.873 1.724 0.414
19962612 1.094 0.822 1.074 0.308
19962712 1.132 0.681 0.794 0.287
19962812 1.114 0.674 0.669 0.217
19962912 1.04 0.594 0.591 0.182
19963012 0.953 0.536 0.507 0.197
19963112 0.88 0.561 0.417 0.18
19970101 0.824 0.46 0.337 NA
19970201 0.789 0.275 0.269 NA
19970301 0.739 0.315 0.295 NA
19970401 0.705 0.373 0.269 NA
19970501 0.68 0.279 0.238 NA
19970601 0.663 0.402 0.238 NA
19970701 0.654 0.272 0.206 NA
19970801 0.642 0.206 0.206 NA
19970901 0.621 0.319 0.18 NA
19971001 0.606 0.308 0.18 NA
19971101 0.59 0.225 0.18 NA
19971201 0.578 0.177 0.154 NA
19971301 0.573 0.235 0.131 NA
19971401 0.546 0.261 0.123 NA
19971501 0.531 0.254 0.192 NA
19971601 0.516 0.304 0.216 NA
19971701 0.507 0.272 0.18 NA
19971801 0.499 0.29 0.173 NA
19971901 0.493 0.366 0.154 NA
19972001 0.491 0.402 0.18 NA
19972101 0.494 0.482 0.238 NA
19972201 0.532 0.442 0.287 NA
19972301 0.683 0.558 0.304 NA
19972401 0.719 0.634 0.378 0.183
19972501 0.712 0.656 0.338 0.183
19972601 0.75 0.583 0.269 0.198
19972701 0.812 0.511 0.241 0.186
19972801 0.822 0.482 0.238 0.194
19972901 0.795 0.38 0.206 0.213
19973001 0.762 0.395 0.18 0.228
19973101 0.721 0.351 0.18 0.257
19970102 0.681 0.366 0.18 0.272
19970202 0.64 0.442 0.154 0.265
19970302 0.609 0.38 0.121 0.298
19970402 0.59 0.286 0.114 0.36
19970502 0.585 0.681 0.154 2.301
19970602 0.631 1.025 0.722 1.521
19970702 0.635 0.906 0.235 1.396
19970802 0.661 0.71 0.18 1.489
19970902 0.676 0.724 0.18 1.521
19971002 0.653 0.627 0.154 1.777
19971102 0.63 0.724 0.181 2.019
19971202 0.617 0.826 0.307 3.686
19971302 0.665 2.235 0.608 6.61
19971402 0.804 3.463 0.631 3.766
19971502 1.095 2.796 4.16 2.072
19971602 1.358 2.452 2.458 1.568
19971702 1.429 2.159 1.225 1.387
19971802 1.476 2 1.097 3.914
19971902 1.509 2.239 2.035 2.32
19972002 1.447 2.199 0.983 2.512
19972102 1.429 1.971 0.84 1.858
19972202 1.411 1.808 0.61 1.663
19972302 1.35 1.608 0.509 1.376
19972402 1.259 1.59 0.464 2.32
19972502 1.206 2.702 0.379 5.084
19972602 1.206 3.851 0.824 6.566
19972702 1.405 3.564 5.385 4.349
19972802 1.883 3.209 1.619 2.403
19970103 2.342 2.71 0.991 1.64
19970203 2.601 2.528 0.725 1.449
19970303 2.477 2.253 0.56 1.419
19970403 2.124 2.427 0.464 1.064
19970503 1.825 2.583 0.418 0.966
19970603 1.574 2.38 0.378 0.863
19970703 1.39 2.112 0.338 0.77
19970803 1.25 1.844 0.304 0.693
19970903 1.153 1.608 0.269 0.643
19971003 1.085 1.351 0.238 0.596
19971103 1.019 1.123 0.238 0.548
19971203 0.955 0.909 0.206 0.549
19971303 0.895 0.985 0.188 0.513
19971403 0.854 0.895 0.18 0.493
19971503 0.821 0.84 0.18 0.48
19971603 0.794 0.895 0.18 1.335
19971703 0.781 0.79 0.154 1.26
19971803 0.775 0.721 0.154 0.965
19971903 0.767 0.772 0.131 1.821
19972003 0.768 0.884 0.314 1.195
19972103 0.776 0.703 0.206 1.003
19972203 0.786 0.797 0.18 0.739
19972303 0.797 0.652 0.154 0.828
19972403 0.807 0.692 0.166 1.034
19972503 0.808 0.706 0.206 0.915
19972603 0.786 0.638 0.206 0.736
19972703 0.764 0.554 0.18 0.615
19972803 0.747 0.598 0.154 0.56
19972903 0.731 0.638 0.576 0.464
19973003 0.712 0.663 0.416 0.452
19973103 0.704 0.652 0.304 0.374
19970104 0.718 0.507 0.237 0.34
19970204 0.728 0.46 0.206 0.321
19970304 0.718 0.402 0.18 0.32
19970404 0.693 0.449 0.154 0.27
19970504 0.674 0.438 0.238 0.626
19970604 0.672 0.561 0.208 1.017
19970704 0.685 0.478 0.526 0.563
19970804 0.691 0.377 0.304 0.427
19970904 0.69 0.33 0.238 0.366
19971004 0.685 0.341 0.206 0.303
19971104 0.678 0.286 0.18 0.302
19971204 0.655 0.333 0.222 0.252
19971304 0.621 0.391 0.154 0.226
19971404 0.596 0.293 0.154 0.227
19971504 0.581 0.275 0.132 0.216
19971604 0.562 0.254 0.131 0.19
19971704 0.55 0.217 0.131 0.187
19971804 0.534 0.261 0.108 0.181
19971904 0.526 0.275 0.108 0.186
19972004 0.509 0.286 0.126 0.165
19972104 0.497 0.254 0.154 0.153
19972204 0.491 0.196 0.18 0.153
19972304 0.486 0.196 0.131 0.142
19972404 0.484 0.17 0.108 0.139
19972504 0.475 0.149 0.108 0.136
19972604 0.473 0.225 0.092 0.143
19972704 0.478 0.532 0.862 0.15
19972804 0.494 0.395 0.727 0.162
19972904 0.512 0.351 2.072 0.44
19973004 0.53 0.482 3.419 0.424
19970105 0.557 0.493 2.723 0.362
19970205 0.59 0.301 1.044 0.321
19970305 0.632 0.283 0.667 0.281
19970405 0.697 0.337 0.507 0.257
19970505 0.721 0.46 0.418 0.347
19970605 0.731 0.833 0.338 0.777
19970705 0.741 1.228 0.627 1.057
19970805 0.75 0.96 0.378 0.725
19970905 0.754 0.945 0.418 0.643
19971005 0.783 0.942 1.543 0.654
19971105 0.785 0.938 0.661 0.555
19971205 0.785 0.844 0.418 0.437
19971305 0.788 0.717 0.378 0.333
19971405 0.786 0.837 0.304 0.339
19971505 0.77 1.043 0.269 0.378
19971605 0.73 0.739 0.268 0.355
19971705 0.702 0.75 0.238 0.295
19971805 0.682 0.909 0.206 0.25
19971905 0.675 0.898 0.18 0.257
19972005 0.679 0.753 0.18 0.304
19972105 0.691 0.898 0.555 0.692
19972205 0.691 1.264 0.269 0.677
19972305 0.724 1.014 0.206 0.504
19972405 0.735 0.887 0.18 0.359
19972505 0.727 0.815 0.18 0.27
19972605 0.706 0.616 0.154 0.225
19972705 0.691 0.504 0.131 0.2
19972805 0.67 0.438 0.131 0.166
19972905 0.64 0.384 0.108 0.153
19973005 0.619 0.297 0.108 0.137
19973105 0.599 0.351 0.101 0.121
19970106 0.578 0.377 0.091 0.111
19970206 0.569 0.301 0.091 0.1
19970306 0.559 0.232 0.091 0.093
19970406 0.549 0.203 0.265 0.088
19970506 0.538 0.221 0.108 0.08
19970606 0.533 0.192 0.091 0.063
19970706 0.536 0.196 0.091 0.062
19970806 0.544 0.398 0.082 0.569
19970906 0.564 0.326 1.187 1.094
19971006 0.582 0.217 0.237 0.599
19971106 0.589 0.25 0.154 0.495
19971206 0.601 0.308 0.188 0.851
19971306 0.6 0.163 0.131 0.543
19971406 0.604 0.384 0.154 0.615
19971506 0.65 0.467 0.877 0.471
19971606 0.71 0.243 0.302 0.303
19971706 0.737 0.243 0.238 0.216
19971806 0.718 0.272 0.736 0.165
19971906 0.699 0.206 0.304 0.139
19972006 0.715 0.333 0.418 0.128
19972106 0.724 0.341 0.61 0.195
19972206 0.715 0.366 1.036 0.374
19972306 0.711 0.482 1.717 0.398
19972406 0.742 0.572 0.93 0.464
19972506 0.862 0.732 1.709 0.347
19972606 0.994 0.848 0.938 0.33
19972706 1.034 1.029 2.624 0.578
19972806 1.043 1.029 1.429 1.062
19972906 1.064 1.217 0.847 1.227
19973006 1.079 1.264 0.961 5.387
19970107 1.076 1.257 0.855 5.705
19970207 1.037 1.152 0.588 4.029
19970307 1.012 1.159 0.464 2.445
19970407 0.996 0.967 1.187 1.454
19970507 0.971 0.909 0.611 2.054
19970607 0.948 0.851 4.092 3.608
19970707 0.933 0.721 3.517 1.833
19970807 0.947 0.609 1.52 1.185
19970907 0.972 0.482 0.923 0.896
19971007 1.025 0.424 0.668 0.73
19971107 1.053 0.409 0.509 0.592
19971207 1.033 0.409 0.442 0.419
19971307 0.984 0.598 0.378 0.344
19971407 0.952 0.355 0.304 0.34
19971507 0.944 0.485 1.248 0.446
19971607 0.943 0.359 0.304 0.613
19971707 0.933 0.351 0.238 0.479
19971807 0.922 0.75 0.321 1.021
19971907 0.905 0.645 2.186 3.342
19972007 0.89 0.652 2.08 1.313
19972107 0.882 0.529 0.787 1.274
19972207 0.919 0.38 0.508 2.11
19972307 0.979 0.261 0.418 1.131
19972407 1.008 0.272 0.378 0.716
19972507 0.994 0.308 0.327 0.647
19972607 0.971 0.304 4.281 0.562
19972707 0.949 0.341 1.475 0.423
19972807 0.937 0.232 0.787 0.326
19972907 0.939 0.21 0.604 0.351
19973007 0.96 0.138 0.509 0.288
19973107 0.973 0.159 0.378 0.23
19970108 0.957 0.141 0.377 0.209
19970208 0.935 0.297 0.756 0.215
19970308 0.905 0.391 0.87 0.205
19970408 0.885 0.21 0.514 0.167
19970508 0.87 0.163 0.418 0.145
19970608 0.847 0.138 0.338 0.132
19970708 0.822 0.159 0.346 0.106
19970808 0.794 0.123 0.304 0.086
19970908 0.769 0.116 0.335 0.079
19971008 0.756 0.203 0.238 0.074
19971108 0.746 0.138 0.206 0.069
19971208 0.741 0.04 0.18 0.065
19971308 0.725 0.072 0.18 0.065
19971408 0.699 0.04 0.154 0.063
19971508 0.676 0.08 0.154 0.058
19971608 0.652 0.062 0.131 0.05
19971708 0.634 0.13 0.131 0.056
19971808 0.632 0.094 0.131 0.053
19971908 0.618 0.04 0.131 0.048
19972008 0.6 0.04 0.108 0.047
19972108 0.593 0.04 0.091 0.046
19972208 0.585 0.04 0.091 0.052
19972308 0.577 0.08 0.091 0.055
19972408 0.557 0.127 0.091 0.05
19972508 0.551 0.076 0.073 0.056
19972608 0.544 0.051 0.073 0.062
19972708 0.53 0.043 0.076 0.058
19972808 0.53 0.196 0.073 0.088
19972908 0.549 0.098 0.75 0.081
19973008 0.542 0.091 0.302 0.067
19973108 0.536 0.239 0.203 0.063
19970109 0.532 0.094 0.154 0.06
19970209 0.572 0.254 0.131 0.154
19970309 0.612 0.177 0.108 0.12
19970409 0.577 0.087 0.108 0.093
19970509 0.551 0.08 0.105 0.085
19970609 0.54 0.08 0.091 0.08
19970709 0.538 0.149 0.194 0.081
19970809 0.544 0.112 0.108 0.083
19970909 0.546 0.047 0.091 0.074
19971009 0.534 0.043 0.08 0.065
19971109 0.529 0.043 0.073 0.064
19971209 0.529 0.04 0.073 0.063
19971309 0.525 0.047 1.15 0.059
19971409 0.512 0.181 0.968 0.056
19971509 0.505 0.051 0.268 0.052
19971609 0.512 0.025 0.18 0.051
19971709 0.527 0.033 0.154 0.05
19971809 0.547 0.062 0.131 0.05
19971909 0.553 0.043 0.108 0.048
19972009 0.542 0.043 0.108 0.046
19972109 0.521 0.047 0.108 0.046
19972209 0.503 0.069 0.108 0.046
19972309 0.489 0.043 0.091 0.046
19972409 0.471 0.04 0.09 0.046
19972509 0.456 0.04 0.073 0.046
19972609 0.446 0.04 0.089 0.046
19972709 0.434 0.036 0.073 0.045
19972809 0.419 0.043 0.073 0.045
19972909 0.401 0.043 0.073 0.043
19973009 0.393 0.043 0.059 0.042
19970110 0.39 0.033 0.059 0.062
19970210 0.392 0.036 0.059 0.056
19970310 0.379 0.033 0.059 0.047
19970410 0.372 0.04 0.059 0.046
19970510 0.364 0.054 0.059 0.046
19970610 0.361 0.087 0.045 0.046
19970710 0.356 0.043 0.045 0.048
19970810 0.35 0.04 0.074 0.048
19970910 0.352 0.246 0.045 0.067
19971010 0.377 0.369 0.045 0.138
19971110 0.432 0.199 0.107 0.462
19971210 0.432 0.46 0.144 0.576
19971310 0.428 0.369 1.263 0.456
19971410 0.435 0.272 0.855 0.704
19971510 0.463 0.283 0.419 0.642
19971610 0.492 0.293 0.855 0.527
19971710 0.536 0.174 0.608 0.431
19971810 0.558 0.214 0.378 0.367
19971910 0.556 0.21 0.302 0.314
19972010 0.55 0.149 0.238 0.274
19972110 0.545 0.051 0.206 0.223
19972210 0.528 0.058 0.206 0.191
19972310 0.505 0.083 0.18 0.175
19972410 0.483 0.058 0.174 0.157
19972510 0.469 0.076 0.154 0.139
19972610 0.455 0.127 0.131 0.14
19972710 0.446 0.058 0.131 0.138
19972810 0.442 0.043 0.129 0.123
19972910 0.432 0.054 0.108 0.114
19973010 0.416 0.04 0.108 0.119
19973110 0.406 0.04 0.108 0.109
19970111 0.398 0.123 0.108 0.106
19970211 0.387 0.149 0.091 0.105
19970311 0.379 0.087 0.091 0.104
19970411 0.372 0.043 0.091 0.101
19970511 0.37 0.043 0.091 0.1
19970611 0.367 0.051 0.091 0.107
19970711 0.375 0.275 0.073 0.171
19970811 0.4 0.29 0.073 0.132
19970911 0.443 0.217 0.091 0.156
19971011 0.477 0.308 0.091 0.155
19971111 0.471 0.623 0.091 0.159
19971211 0.459 0.532 0.073 0.192
19971311 0.465 0.467 0.238 0.19
19971411 0.472 0.511 0.131 0.169
19971511 0.479 0.355 0.108 0.162
19971611 0.506 0.431 0.091 0.194
19971711 0.521 0.478 0.091 0.197
19971811 0.506 0.42 0.091 0.186
19971911 0.488 0.257 0.091 0.168
19972011 0.471 0.33 0.075 0.151
19972111 0.454 0.413 0.238 0.133
19972211 0.439 0.337 0.18 0.124
19972311 0.43 0.478 0.131 0.122
19972411 0.427 0.322 0.108 0.122
19972511 0.429 0.239 0.108 0.13
19972611 0.423 0.283 0.091 0.115
19972711 0.413 0.239 0.091 0.1
19972811 0.401 0.312 0.091 0.108
19972911 0.39 0.257 0.108 0.182
19973011 0.383 0.616 0.104 0.225
19970112 0.383 0.772 0.156 0.2
19970212 0.394 0.728 0.663 0.199
19970312 0.406 0.652 0.303 0.166
19970412 0.413 0.504 0.241 0.139
19970512 0.418 0.453 0.269 0.125
19970612 0.425 0.453 0.269 0.159
19970712 0.435 0.511 0.238 0.387
19970812 0.435 0.417 0.206 0.433
19970912 0.426 0.348 0.238 0.374
19971012 0.424 0.525 0.349 1.512
19971112 0.444 0.746 0.304 2.054
19971212 0.458 1.304 11.118 1.863
19971312 0.508 1.699 3.971 1.838
19971412 0.65 1.547 2.027 1.348
19971512 0.853 1.34 1.127 0.991
19971612 1.075 1.079 0.787 1.082
19971712 1.096 1.014 0.61 0.573
19971812 1.016 0.978 0.509 0.495
19971912 0.917 1.087 0.668 0.503
19972012 0.846 1.242 0.509 0.485
19972112 0.835 1.322 4.039 1.048
19972212 0.871 1.087 13.992 2.051
19972312 0.945 1.145 2.889 1.437
19972412 1.132 1.206 1.505 1.533
19972512 1.307 1.594 1.036 1.995
19972612 1.375 1.804 0.824 1.577
19972712 1.334 2.231 1.944 1.244
19972812 1.314 2.376 1.823 1.353
19972912 1.319 2.358 1.377 1.531
19973012 1.334 2.065 0.923 1.256
19973112 1.303 1.728 0.728 1.104
19980101 1.227 1.731 0.56 1.145
19980201 1.138 1.717 0.51 1.431
19980301 1.079 2.677 1.407 2.738
19980401 1.06 3.365 2.798 2.953
19980501 1.148 3.282 2.178 2.596
19980601 1.289 3.467 1.157 3.48
19980701 1.332 3.343 1.929 3.202
19980801 1.391 2.869 1.195 2.634
19980901 1.413 2.499 0.847 1.911
19981001 1.35 2.072 0.666 1.499
19981101 1.236 1.927 0.509 1.215
19981201 1.125 1.554 0.464 1.009
19981301 1.031 1.384 0.378 0.923
19981401 0.949 1.213 0.338 0.809
19981501 0.895 1.09 0.343 0.68
19981601 0.841 1.177 0.304 0.755
19981701 0.798 1.699 1.898 0.66
19981801 0.767 1.681 0.855 0.73
19981901 0.8 1.992 0.728 1.04
19982001 0.859 2.543 2.935 1.248
19982101 0.952 2.586 1.225 1.111
19982201 1.159 2.239 0.855 0.843
19982301 1.266 2.065 0.72 0.7
19982401 1.227 1.855 0.61 0.665
19982501 1.126 1.652 0.56 0.565
19982601 1.021 1.489 0.464 0.465
19982701 0.937 1.369 0.418 0.42
19982801 0.864 1.242 0.383 0.421
19982901 0.808 1.025 0.338 0.423
19983001 0.764 0.83 0.304 0.497
19983101 0.722 0.895 0.337 0.602
19980102 0.69 0.902 0.269 0.443
19980202 0.659 0.688 0.246 0.352
19980302 0.627 0.695 0.238 0.334
19980402 0.602 0.638 0.238 0.309
19980502 0.578 0.558 0.154 0.309
19980602 0.555 0.551 0.238 0.353
19980702 0.546 0.551 0.304 0.483
19980802 0.533 0.63 0.304 0.606
19980902 0.519 0.493 0.206 0.64
19981002 0.51 0.496 0.216 0.58
19981102 0.5 0.446 0.269 0.496
19981202 0.493 0.42 0.338 0.462
19981302 0.488 0.442 0.378 0.412
19981402 0.48 0.464 0.354 0.386
19981502 0.474 0.529 0.378 0.373
19981602 0.477 0.435 0.378 0.383
19981702 0.48 0.384 0.597 0.368
19981802 0.483 0.366 0.304 0.35
19981902 0.488 0.355 0.238 0.358
19982002 0.486 0.337 0.238 0.328
19982102 0.488 0.366 0.206 0.346
19982202 0.484 0.496 0.18 0.303
19982302 0.48 0.417 0.594 0.245
19982402 0.476 0.351 1.074 0.244
19982502 0.478 0.351 0.558 0.237
19982602 0.497 0.301 0.417 0.257
19982702 0.538 0.29 0.338 0.305
19982802 0.56 0.351 0.303 0.389
19980103 0.552 0.464 0.272 0.392
19980203 0.549 0.406 0.304 0.565
19980303 0.543 0.369 0.56 1.049
19980403 0.571 0.431 0.378 3.034
19980503 0.624 0.706 0.304 3.866
19980603 0.681 0.884 0.373 6.441
19980703 0.814 1.554 0.743 10.928
19980803 0.996 2.097 3.131 7.025
19980903 1.189 2.492 2.125 3.497
19981003 1.269 2.05 1.505 2.466
